suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,field,passed,score,reason
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,court,False,0.0,"court: unexpected value ""United States District Court for the District of Massachusetts"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,case title,False,0.0,"case title: unexpected value ""John Doe v. City of Boston; Boston Police Department; Officer Jane Smith"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected value ""John Doe"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,defendant or respondent names,False,0.0,"defendant or respondent names: unexpected value ""City of Boston; Boston Police Department; Officer Jane Smith"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,document date,False,0.0,"document date: unexpected value ""Filed: March 15, 2025"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,case category,False,0.0,"case category: unexpected value ""Civil"" (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,case type,False,0.0,"case type: unexpected value ""Civil Rights"" (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,docket number,False,0.0,"docket number: unexpected field ""1:25-cv-10562"""
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case type,False,0.0,"case type: unexpected value ""Divorce under G.L. c. 208, § 1B"" (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case type,False,0.0,"case type: unexpected value ""Complaint for Divorce"" (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document date,False,0.0,"document date: unexpected value ""SIGNATURE / PRINTED NAME DATE: August 10, 2026"" (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case category,False,0.0,"case category: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case type,False,0.0,"case type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case category,False,0.0,"case category: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,docket number,False,0.0,"docket number: unexpected field ""Not provided"""
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,document date,False,0.0,"document date: unexpected value ""DATE: August 10, 2026"" (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case category,False,0.0,"case category: unexpected value ""Divorce"" (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,court,False,0.0,"court: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,filing type,False,0.0,"filing type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,case category,False,0.0,"case category: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,case type,False,0.0,"case type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,court,False,0.0,"court: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,filing type,False,0.0,"filing type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case category,False,0.0,"case category: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case type,False,0.0,"case type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,court,False,0.0,"court: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,filing type,False,0.0,"filing type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case category,False,0.0,"case category: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case type,False,0.0,"case type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,court,False,0.0,"court: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,filing type,False,0.0,"filing type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,case category,False,0.0,"case category: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,case type,False,0.0,"case type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,court,False,0.0,"court: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
modality-text,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
